core.externalId,core.name,Parent: Business Term,Parent: Domain,Parent: Subdomain,Parent: System,core.description,core.assetLifecycle,com.infa.ccgf.models.governance.isCDE,com.infa.ccgf.models.governance.FormatDescription,com.infa.ccgf.models.governance.FormatType,com.infa.ccgf.models.governance.securityClassification,com.infa.ccgf.models.governance.Examples,com.infa.ccgf.models.governance.BusinessLogic,com.infa.ccgf.models.governance.AliasNames,com.infa.odin.models.custom.ca_8269725092080610514,com.infa.odin.models.custom.ca_5211450685878080937,com.infa.odin.models.custom.ca_5158005540324682982,com.infa.odin.models.custom.ca_810120234191396501,com.infa.odin.models.custom.ca_3640948772104234602,Classifications,Stakeholder: Admin,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: test super Stakeholder Role,Stakeholder: Bank_Details_Owner,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
GLOS-955,effectiveStartDate,,,OD & Manpower Planning | GLOS-918,,is a date  used to specify when a particular data or configuration change becomes active within the system.,Published,true,,Text,Public,,"<p>Dates should be in the DD-MM-YYYY format.</p>
<p>All date values within the bulk data upload must fall within a valid date range to ensure data accuracy.</p>",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/effectiveStartDate,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,8726c659-302a-4b6d-bdc8-5b4d0329fe23,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/8726c659-302a-4b6d-bdc8-5b4d0329fe23,CDGC
Instructor-businessterm-88,Student Number,,,Party Education | Instructor-subdomain-9,,A party can choose how to convert the loyalty points and specify the preference for the redemption of points,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Party Education/Student Number,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,873ec59a-8de9-4bfa-b4f1-0f1c04775213,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/d06ef326-3255-4a0e-a628-06ef300d5461/873ec59a-8de9-4bfa-b4f1-0f1c04775213,CDGC
Instructor-businessterm-126,Electronic Address,,,Party Electronic Address | Instructor-subdomain-22,,Line 2 of the address.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Electronic Address/Electronic Address,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,87eb4a5d-d0f8-4f73-878a-4a85cd188e5b,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/b7540c7a-4038-4e02-a9fa-c9f51acf92a7/87eb4a5d-d0f8-4f73-878a-4a85cd188e5b,CDGC
Instructor-businessterm-95,Line of Business,,,Party Employment | Instructor-subdomain-10,,"Status of the phone number. For example, active, blocked, or not in use.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Party Employment/Line of Business,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,8a73f27b-1e6b-43d2-b04d-b99042c526b4,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/79407bed-1880-4440-bb5f-cc9dc34298f5/8a73f27b-1e6b-43d2-b04d-b99042c526b4,CDGC
BT-18,Country Name,,,Country | SDOM-13,,,Published,true,,Text,Internal,,,Country Nm,,,,,,"",,dharshinic;anfeezas,AswathyNagarajan,,"","","","",Assigned,CD Employees/Country/Country Name,Update,"Sep 30, 2024, 08:05:15 AM",AswathyNagarajan,"Sep 30, 2024, 08:05:15 AM",AswathyNagarajan,8c2c1761-ec69-4997-9287-5e6c489fc579,CDGC://33628056-fbf3-4498-936c-9aa5e0ebd3d4/9486327d-9583-4a50-907a-0a13f9a89a2a/8c2c1761-ec69-4997-9287-5e6c489fc579,CDGC
GLOS-1043,externalName,,,OD & Manpower Planning | GLOS-918,,External name or identifier of the position,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/externalName,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,8cabb317-2879-4136-94b5-8930df3a8fe8,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/8cabb317-2879-4136-94b5-8930df3a8fe8,CDGC
Instructor-businessterm-146,Phone Number,,,Party Phone Communication | Instructor-subdomain-26,,Flag to indicate whether address needs to be validated,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Phone Communication/Phone Number,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,9124182a-b129-40ac-9439-28cb4498a074,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4ecadc7f-fdea-403a-9a38-81dd057c5b38/9124182a-b129-40ac-9439-28cb4498a074,CDGC
GLOS-992,Employee Category,,,OD & Manpower Planning | GLOS-918,,"Employee class refers to the categorization or classification of individuals based on their employment status, nature of engagement, or contractual relationship with an organization; such as, civilian services, employees, takleef, outsourced, trainee.",Published,true,,Text,Public,,This field should only accept values that are predefined for employeeClass (Picklist Label),,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Employee Category,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,97c3ec02-729f-49d2-b437-e5f6948e6bf5,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/97c3ec02-729f-49d2-b437-e5f6948e6bf5,CDGC
Instructor-businessterm-8,Address Resolution Code,,Postal Address | Instructor-domain-2,,,Designation of the key executive.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Address Resolution Code,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,9c484bf3-d901-4ec0-9db4-c4507f4f067e,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/9c484bf3-d901-4ec0-9db4-c4507f4f067e,CDGC
GLOS-941,Employee Status,,,Employees Services | GLOS-913,,represents a code for employee's current employment status,Published,true,,Text,Public,,This field should only accept values that are predefined for Employee Status,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services/Employees Services/Employee Status,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,a5c36498-81a5-4d46-8a84-0c1f37436eaf,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58/1304e7ac-497b-45fe-abff-ef5afcd8f606/a5c36498-81a5-4d46-8a84-0c1f37436eaf,CDGC
Instructor-businessterm-111,Comments,,,Party Comment | Instructor-subdomain-18,,"Speciality Codes. For example, CS for cardiac surgery, DIA for diabetes, or D for dermatology.  Speciality Codess can be A for allergy, CLP for clinical pathology, and CN for clinical neurophysiology.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Comment/Comments,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,a7054865-9026-4c87-b990-6fb5e14d4fa2,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/da74ec1b-8525-4b2c-8f28-617676f321f9/a7054865-9026-4c87-b990-6fb5e14d4fa2,CDGC
BT-122,SCORE,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,SCORE,Update,"Mar 19, 2025, 11:22:57 AM",AshikaA,"Mar 19, 2025, 11:22:57 AM",AshikaA,a8071848-3372-411e-8aa0-f58a6c382889,CDGC://a8071848-3372-411e-8aa0-f58a6c382889,CDGC
BT-59,age,,,onlinefood | SDOM-29,,,Published,false,,Number,,,,,,,,,,"",,Sherin,,,"","","","",Assigned,sqlserver/onlinefood/age,Update,"Feb 02, 2025, 11:37:32 AM",Sherin,"Feb 02, 2025, 11:42:40 AM",Sherin,a85ad04f-c112-4a3f-b2a3-f0c2c09b2a20,CDGC://572bf61d-5dbe-4041-8b75-a258f2e3d8ea/24358a1b-cb16-4217-9122-b528198aaa2a/a85ad04f-c112-4a3f-b2a3-f0c2c09b2a20,CDGC
Instructor-businessterm-165,Tax Number,,,Party Tax | Instructor-subdomain-30,,Code associated to the classification value,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Tax/Tax Number,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,a8b2b8c9-4b78-4e21-ab7f-33b91103b2ca,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/5f45f645-5e21-46b1-878c-17ed2bdbbe1f/a8b2b8c9-4b78-4e21-ab7f-33b91103b2ca,CDGC
GLOS-1087,Notice Period,,,Sourcing and Assessment | GLOS-916,,"The notice period, i.e., the duration the job candidate must serve before resigning from their current position.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/Notice Period,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,a92a4166-9162-4718-8466-e0c50780b657,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/a92a4166-9162-4718-8466-e0c50780b657,CDGC
BT-10,Employee Phone Number,,,Employee | SDOM-8,,,Published,true,,Text,,,,emp_pho,,,,,,"",,Sherin;sreejith;RiswinT,Andrea;Adeno,,"","","","",Assigned,Human_resource/Employee/Employee Phone Number,Update,"Sep 26, 2024, 05:21:28 AM",Deleted,"Sep 26, 2024, 05:21:28 AM",Deleted,aac77979-e3cf-4d40-a7d1-576de95110f7,CDGC://b824c3be-60ae-4db2-9d47-58a2e2d2e900/3b646c2e-9c48-458b-8f5a-5e298c606fa4/aac77979-e3cf-4d40-a7d1-576de95110f7,CDGC
TERM-1,Retail Customers,,,Retail Customers Information | SUB-DOMAIN-5,,The Retail Customers information,Published,true,,Text,Public,,,,,,,,,"",,Selciya,,,"","","","",Assigned,"Customer Experience, Sales & Service/Retail Customers Information/Retail Customers",Update,"Jan 11, 2025, 08:11:20 AM",Selciya,"Jan 11, 2025, 08:11:20 AM",Selciya,ab0e7468-6795-4ea3-89d6-0b3f500eb150,CDGC://9601734e-b1ad-44f9-825d-cf19a3fae9b7/3dab86d5-5fbb-4d6a-9b8b-14af47e69724/ab0e7468-6795-4ea3-89d6-0b3f500eb150,CDGC
GLOS-1008,Parent Position externalName (Label),,,OD & Manpower Planning | GLOS-918,,The label representing the name of the higher level position in the hierarchy.,Published,true,,Text,Public,,This field should only accept values that are predefined for Parent Position externalName (Label),,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Parent Position externalName (Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,ae4d8ee2-a6b1-48ea-ab8f-d4ab482adff1,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/ae4d8ee2-a6b1-48ea-ab8f-d4ab482adff1,CDGC
TERM-9,Person 9,,,,,hi9,Published,true,,Text,Public,,,,Unrestricted,NONE,,,,"",,,,,"","","","",,Person 9,Update,"Mar 04, 2025, 11:59:41 AM",john,"Mar 04, 2025, 11:59:41 AM",john,ae855acb-7ab9-4632-b591-15fc2ce5992a,CDGC://ae855acb-7ab9-4632-b591-15fc2ce5992a,CDGC
BT-79,Id,,,Andrea_Alpha | SDOM-38,,,Published,true,,Text,,,,,Unrestricted,NONE,,,,"",,,,Subisha,"","","","",Assigned,Test_domain/Andrea_Alpha/Id,Update,"Mar 05, 2025, 06:08:39 AM",Subisha,"Mar 05, 2025, 06:08:43 AM",Subisha,af9fdbaf-ebbb-4d68-8c5f-3693ea047de2,CDGC://b81d91db-2ec5-460b-96f3-ca496d731722/6602a3f3-e8a0-42c8-bc2f-66312c3e667d/af9fdbaf-ebbb-4d68-8c5f-3693ea047de2,CDGC
Instructor-businessterm-173,Address Type Indicator,,,Party Postal Address | Instructor-subdomain-31,,Amount insured.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Postal Address/Address Type Indicator,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,b0d67bb2-ba28-48f7-9463-d7fde63a2c0f,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/751cf73c-53bf-48ff-b5b8-a45de0ac77e2/b0d67bb2-ba28-48f7-9463-d7fde63a2c0f,CDGC
GLOS-1002,Level 5 Type (Picklist Label),,,OD & Manpower Planning | GLOS-918,,"The type or category of Level 5 in the position hierarchy, often based on structure.",Published,true,,Text,Public,,This field should only accept values that are predefined for Level 5 Type (Picklist Label),,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 5 Type (Picklist Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,b1deae98-78fb-4884-ac0d-fa57be756ca6,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/b1deae98-78fb-4884-ac0d-fa57be756ca6,CDGC
GLOS-1033,Major (Picklist Label),,,HCM Joint Terms - Group 2 | GLOS-1030,,is the label associated with an employee's academic major or field of study.,Published,true,,Text,Public,,This field should only accept values that are predefined for Major (Picklist Label).,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HCM Joint Terms - Group 2/Major (Picklist Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,b3af5235-8a4d-4a82-8efb-70e629dda21c,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ad6038bf-2f06-4bdb-a7e1-f77baa336a52/b3af5235-8a4d-4a82-8efb-70e629dda21c,CDGC
BT-109,Banking_BankName,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,Banking_BankName,Update,"Mar 18, 2025, 06:30:16 AM",abish,"Mar 18, 2025, 06:30:16 AM",abish,b60f02fe-94e6-4944-abd4-fcde548f6c94,CDGC://b60f02fe-94e6-4944-abd4-fcde548f6c94,CDGC
Instructor-businessterm-67,ImageUrl,,,Person | Instructor-subdomain-4,,Size of the document file,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/ImageUrl,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,b6de5e8b-58b5-45e2-9f1e-721f29771fe7,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/b6de5e8b-58b5-45e2-9f1e-721f29771fe7,CDGC
BT-102,JG Customer Name,,,SD JG Customer Details | SDOM-42,,The full legal or registered name of an individual or organization.,Published,true,,Text,Confidential,,,,Unrestricted,NONE,<p>No Street Given</p><p><br></p>,Unrestricted,dummy,"",,,,,"","","","",,D JG Customer Details/SD JG Customer Details/JG Customer Name,Update,"Mar 11, 2025, 10:06:52 AM",Juli,"Mar 11, 2025, 10:06:52 AM",Juli,b9bc939c-d71f-4b74-8f7f-785c30e2c904,CDGC://9473af0a-7c1d-4fea-b910-f544a026cfaf/5ac4eaa4-1bd4-43dc-a8a0-0c8b1cc262c3/b9bc939c-d71f-4b74-8f7f-785c30e2c904,CDGC
GLOS-1039,Competency Category Name,,,OD & Manpower Planning | GLOS-918,,"The category or group to which a specific competency belongs within ZATCA, for ex: Core,Technical,..",Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Competency Category Name,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,bf7c5fdc-4b73-47ef-956d-3b2faec222ef,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/bf7c5fdc-4b73-47ef-956d-3b2faec222ef,CDGC
GLOS-998,Level 3 Type (Picklist Label),,,OD & Manpower Planning | GLOS-918,,"The type or category of Level 3 in the position hierarchy, often based on structure.",Published,true,,Text,Public,,"<p>When a value is selected in Level 3 type, Level 4 type should dynamically update to display only the relevant options that correspond to the selected Level 3 type</p>
<p></p>
<p>This field should only accept values that are predefined for Level 3 Type (Picklist Label)</p>",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 3 Type (Picklist Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,c0b32f23-d124-4b2a-938c-b4c0176dde9b,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/c0b32f23-d124-4b2a-938c-b4c0176dde9b,CDGC
BT-63,Employees_Age,age | BT-59,,,,,Published,false,,Text,,,,,,,,,,"",,,,,"","","","",,sqlserver/onlinefood/age/Employees_Age,Update,"Feb 03, 2025, 12:35:05 PM",AswathyNagarajan,"Feb 03, 2025, 12:35:05 PM",AswathyNagarajan,c5a8a4e5-1b0e-4737-b0ff-81d0b88c2146,CDGC://572bf61d-5dbe-4041-8b75-a258f2e3d8ea/24358a1b-cb16-4217-9122-b528198aaa2a/a85ad04f-c112-4a3f-b2a3-f0c2c09b2a20/c5a8a4e5-1b0e-4737-b0ff-81d0b88c2146,CDGC
GLOS-929,Company (Label),,,Systems & Database | GLOS-909,,The name or label of the company to which the position is associated.,Published,true,,Text,Public,,"This field should contain the default value ""Zakat, Tax and Customs Authority"" and not the old name.",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/IT & Digitization/IT Operations/Systems & Database/Company (Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,c5aaaf02-c4e1-4b74-a68c-17ede01c1eb3,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/56b53872-86cc-421a-a96e-802744fba310/46c58726-4ecd-4354-8ba4-78ed8d0656f7/72de4ea3-b1ec-4661-9394-7faf0c73da51/c5aaaf02-c4e1-4b74-a68c-17ede01c1eb3,CDGC
BT-47,DOB,,,FF_RAH_CUSTOMER | SDOM-24,,,Published,false,,Date,,,,DOB,,,,,,"",,,,,"","","","",,RAH_FF_DOMAIN/FF_RAH_CUSTOMER/DOB,Update,"Jan 10, 2025, 10:23:07 AM",RahinR,"Jan 10, 2025, 10:23:07 AM",RahinR,c875f4e0-b886-4437-b171-a7313c123c35,CDGC://72405ab7-d259-4dd8-9ac2-e9bd2d2893bb/342b9ea6-bc66-4623-b1f4-ae63dcd5ad89/c875f4e0-b886-4437-b171-a7313c123c35,CDGC
BT003,Product ID 1,,Product Domain 1 | DM005,,,Unique identifier for a product,Published,false,"Alphanumeric, 10 chars",Text,Confidential,PRD12345,Generated by system,"SKU, Item Code",,,,,,"",,,,,"","","","",,Product Domain 1/Product ID 1,Update,"Jan 10, 2025, 08:25:33 AM",RiswinT,"Jan 10, 2025, 08:25:33 AM",RiswinT,cdf176b7-5927-47b9-ae33-aa59abd955c3,CDGC://6e661f69-6a50-421b-ba11-822320bbe398/cdf176b7-5927-47b9-ae33-aa59abd955c3,CDGC
Instructor-businessterm-27,Group Description,,Time Period Group Relationship | Instructor-domain-3,,,Date employment contract is effective,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Time Period Group Relationship/Group Description,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,cfb494cf-c55a-4f81-ac0b-a567b8c920ca,CDGC://ba364450-0056-426c-b2bd-265fe2932a78/cfb494cf-c55a-4f81-ac0b-a567b8c920ca,CDGC
BT-38,LAST NAME,,,FF_Customer_SubDomain | SDOM-25,,,Published,false,,Text,,,,LAST NAME,,,,,,"",,,vineshv,,"","","","",Assigned,FF_Customer_Domain/FF_Customer_SubDomain/LAST NAME,Update,"Jan 10, 2025, 09:58:08 AM",vineshv,"Jan 10, 2025, 09:58:12 AM",vineshv,cfd02f39-4db2-473e-a23e-1a94179df533,CDGC://84e56b6d-9758-43c6-87c8-1e7152d01b1c/f8957338-b687-4135-b217-1e24faac0cdb/cfd02f39-4db2-473e-a23e-1a94179df533,CDGC
GLOS-937,GOSI Number,,,Payroll | GLOS-912,,Refers to the General Organization for Social Insurance (GOSI) number to identify employees for social insurance and benefits purposes in Saudi Arabia,Published,true,,Text,Public,,This field should exclusively accept 9 digit numerical values only. Alphabetic or special characters are not allowed.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services/Payroll/GOSI Number,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,d3243fd1-c2ac-422a-b465-e4d7df284d1e,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58/c69ed606-780f-4e2b-ba57-070879b66e4d/d3243fd1-c2ac-422a-b465-e4d7df284d1e,CDGC
Instructor-businessterm-44,Insurance Status,,Insurance | Instructor-domain-7,,,"Employment types, such as unemployed, self-employed, permanent, contract, part-time and temporary.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Insurance/Insurance Status,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,d3342025-2d55-4e5d-ad71-8a0f068a243d,CDGC://6b48bc97-e35b-4ab4-8248-5cc5354c1bd8/d3342025-2d55-4e5d-ad71-8a0f068a243d,CDGC
Instructor-businessterm-41,Currency,,Financial Profile | Instructor-domain-6,,,"Qualifications can have statuses, such as inactive, active, or expired.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Financial Profile/Currency,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,d3d8a893-65b1-418c-b32f-16fb76123792,CDGC://79eb3936-3be3-44f4-a6b9-376196624a10/d3d8a893-65b1-418c-b32f-16fb76123792,CDGC
Instructor-businessterm-151,NDC Indicator,,,Party Phone Communication | Instructor-subdomain-26,,Description for the time period group.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Phone Communication/NDC Indicator,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,d5c0837f-2f91-43f4-a33e-5079a4c2662f,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4ecadc7f-fdea-403a-9a38-81dd057c5b38/d5c0837f-2f91-43f4-a33e-5079a4c2662f,CDGC
GLOS-979,Is Primary(national id card),,,Hiring & Onboarding | GLOS-915,,Indicates whether the national identification card is the primary identification for the  employee within ZATCA.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Is Primary(national id card),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,d727ad2f-349a-4e9e-ac72-264490790890,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/d727ad2f-349a-4e9e-ac72-264490790890,CDGC
GLOS-1024,To Be Recruited,,,OD & Manpower Planning | GLOS-918,,is a field indicating whether a position is vacant and available for recruitment. It helps HR teams track open positions within ZATCA.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/To Be Recruited,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,d9f9eba3-e16e-4660-b4da-e45c5d6ab2e3,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/d9f9eba3-e16e-4660-b4da-e45c5d6ab2e3,CDGC
GLOS-1071,Date of joining,,,Hiring & Onboarding | GLOS-915,,Refers to the specific date when the employee started working in ZATCA.,Published,true,,Text,Public,,Dates should be in the DD-MM-YYYY format.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Date of joining,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,da98357a-fd8d-40fb-9e2a-a113adb58a17,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/da98357a-fd8d-40fb-9e2a-a113adb58a17,CDGC
